Question,Entity-Type
In terms of percentage, how much did food prices increase due to supply chain disruptions caused by recent warfare?,PERCENT
How many military-age males are estimated to be missing as a result of War N, expressed as a percentage of the population?,PERCENT
What percent of media coverage on Military Conflict O was found to be biased in favor of one side over another according to an independent study?,PERCENT
By what percent did the refugee return rate increase this year compared to last year following a ceasefire agreement in Region P?,PERCENT
How much, as a percentage of GDP, is spent by Country Q on its military after declaring war on Country R?,PERCENT
What percentage of the population in War-Torn City S is living below the poverty line due to the ongoing conflict?,PERCENT
In terms of percentage, how many soldiers from the peacekeeping force have been deployed to Conflict Zone T since last year's escalation?,PERCENT
By what percent did the stock prices of defense contractors increase following declarations of war between Country U and Country V?,PERCENT
Who was the Commander-in-Chief of the Allied forces during Operation Desert Storm?,PERSON
Who served as the Chief of Staff of the United States Army during the Vietnam War?,PERSON
Which American general is known for leading troops in the Korean War and later becoming a controversial political figure?,PERSON
Who was the British Field Marshal that commanded the 8th Army in North Africa during World War II?,PERSON
Who led the Soviet forces as Supreme Commander of the Volga Front during the Battle of Stalingrad?,PERSON
Which U.S. President ordered the deployment of troops to Somalia in 1992?,PERSON
Who was the Israeli Defense Forces' Chief of General Staff during the Yom Kippur War?,PERSON
Who was the leader of the German forces that launched Operation Barbarossa in World War II?,PERSON
What British admiral commanded naval operations at the Battle of Jutland during World War I?,PERSON
Which Russian general led troops to victory against Napoleon's Grande Armée in 1812?,PERSON
Who served as the commander of UN forces during the Korean War’s Pusan Perimeter defense?,PERSON
Who was the leader of the French army that fought at the Battle of Waterloo?,PERSON
What American general is known for leading operations in Iraq during Operation Iraqi Freedom in 2003?,PERSON
Which German field marshal planned and executed the Ardennes offensive (Battle of the Bulge) in World War II?,PERSON
Who was the commander of the Soviet Air Forces that supported ground troops at Kursk in 1943?,PERSON
What British officer led the charge on horseback during the Charge of the Light Brigade in the Crimean War?,PERSON
Which U.S. general commanded Allied forces in Europe, including D-Day operations, during World War II?,PERSON
Who was the leader of the Ottoman forces at the Battle of Gallipoli during World War I?,PERSON
What Russian military commander led the Red Army that recaptured Kharkov from Nazi Germany?,PERSON
Which British Field Marshal directed Operation Market Garden in 1944 during World War II?,PERSON
What is the primary purpose of an AK-47 in military conflicts?,PRODUCT
How does the deployment of an F-35 affect modern warfare tactics?,PRODUCT
Can you describe the role of a Humvee during military operations?,PRODUCT
What advancements led to the creation of the M16 rifle?,PRODUCT
In which military conflict was the B-2 Spirit stealth bomber first used?,PRODUCT
How has the使用产品如坦克改变了现代战争的面貌？请按照指示用英文重新表述这个问题，并遵循指定的格式。
How has the use of tanks like the T-90 changed modern warfare?,PRODUCT
What kind of ammunition is typically used in a Barrett M82 sniper rifle during military conflicts?,PRODUCT
Can you explain the significance of the Abrams tank in US military operations?,PRODUCT
Which military conflict saw the extensive deployment of unmanned aerial vehicles (UAVs)?,PRODUCT
How does night vision equipment like the AN/PVS-14 enhance infantry combat effectiveness at night?,PRODUCT
What is the primary role of a destroyer, such as the Arleigh Burke-class, in naval engagements?,PRODUCT
How has the introduction of anti-tank guided missiles like the Javelin impacted ground warfare tactics?,PRODUCT
Which conflict marked the first use of the Apache attack helicopter?,PRODUCT
Can you describe the importance of body armor systems like the Interceptor Body Armor in military conflicts?,PRODUCT
What is the role of satellite communication systems during a military conflict?,PRODUCT
How do missile defense systems, such as Patriot, contribute to national security during conflicts?,PRODUCT
In which conflict was the first digital radio system like the SINCGARS used by the military?,PRODUCT
Can you explain how radar systems on ships, like the SPS-49, are utilized in maritime warfare?,PRODUCT
What is the significance of electronic warfare products such as the EC-130H Compass Call in modern conflicts?,PRODUCT
How does the use of artillery systems like the M777 Lightweight 155mm howitzer influence military operations on the battlefield?,PRODUCT
How many countries were involved in World War I?,QUANTITY
What was the approximate number of casualties in the Battle of Stalingrad?,QUANTITY
How many aircraft carriers does the United States Navy currently have active in its fleet?,QUANTITY
During the Vietnam War, approximately how many American soldiers lost their lives?,QUANTITY
In the Iraq War, what is the estimated number of Iraqi civilian deaths by 2014?,QUANTITY
What was the total number of battleships used by Japan during World War II?,QUANTITY
How many nuclear weapons were detonated during the Cold War arms race at its peak?,QUANTITY
Approximately how many soldiers fought on the Allied side in the Battle of Midway?,QUANTITY
What is the estimated number of troops involved in the Korean War on both sides combined?,QUANTITY
In the Falklands War, how many British naval vessels were lost?,QUANTITY
How many peacekeepers are typically deployed to conflict zones under UN missions at any given time?,QUANTITY
During Operation Desert Storm, about how many coalition forces participated in the Gulf War?,QUANTITY
What is the approximate number of landmines laid during World War II across Europe and Asia combined?,QUANTITY
In the Crimean War (1853-1856), what was the total number of British soldiers who died from disease rather than combat injuries?,QUANTITY
How many tanks were lost by German forces in the Battle of Kursk?,QUANTITY
What is the estimated quantity of ammunition expended during the D-Day landings on June 6, 1944?,QUANTITY
Approximately how many aircraft did the Luftwaffe lose during the Battle of Britain compared to the RAF losses?,QUANTITY
How many V-2 rockets were launched by Nazi Germany towards Allied cities during World War II?,QUANTITY
What was the approximate number of naval mines laid in the waters around Japan during WWII by Allied forces?,QUANTITY
In the Gulf War (1990-1991), how many Scud missiles did Iraq fire at Israel and Saudi Arabia combined?,QUANTITY
When did World War I officially begin?,TIME
What year was the Battle of Waterloo fought in?,TIME
In which month and year did D-Day occur during World War II?,TIME
When was the Korean War declared over with the signing of the armistice?,TIME
What is the exact date when the Vietnam War ended?,TIME
During what time period did the Cold War exist?,TIME
When did the Gulf War start according to the United Nations Resolution 678?,TIME
In what year did the Falklands War take place?,TIME
What was the starting date of the Iraq War in 2003?,TIME
When was the Tet Offensive launched during the Vietnam War?,TIME
Which year saw the beginning of the Rwandan Genocide?,TIME
When were the NATO bombings against Yugoslavia initiated in Kosovo Conflict?,TIME
In what month and year did the Syrian Civil War officially begin?,TIME
What is the date considered as the start of the Six-Day War between Israel and its neighboring countries?,TIME
During which time frame did the American Revolutionary War occur?,TIME
When was the Battle of Stalingrad, a major turning point in World War II, fought?,TIME
In what year was Operation Desert Storm launched during the Gulf War?,TIME
What is the date of the fall of Berlin in 1945 that marked the end of World War II in Europe?,TIME
When did the first Gulf War officially come to an end with a cease-fire?,TIME
Which month and year did the Battle of Gettysburg, a pivotal point in the American Civil War, occur?,TIME
What is the name of the painting that depicts the Battle of Waterloo?,WORK_OF_ART
Which famous engraving by Goya shows the horrors of war in The Disasters of War series?,WORK_OF_ART
Can you identify a sculpture that commemorates the Vietnam War veterans?,WORK_OF_ART
Who painted "Guernica," a powerful anti-war statement after the bombing during the Spanish Civil War?,WORK_OF_ART
What lithograph series by Otto Dix captures the brutal realities of World War I?,WORK_OF_ART
Which famous photograph from the Vietnam War shows a naked girl running away from a napalm attack?,WORK_OF_ART
Name a film that portrays the American experience in the Korean War?,WORK_OF_ART
Who created "The Burial of the Dead," a painting series about the Franco-Prussian War?,WORK_OF_ART
What documentary is known for its raw depiction of World War II battles?,WORK_OF_ART
Can you name an installation art piece that deals with themes from modern warfare?,WORK_OF_ART
Which novel provides insights into the psychological effects of military conflict on soldiers?,WORK_OF_ART
Name a war poem that vividly describes the trenches of World War I.,WORK_OF_ART
What comic book series explores themes of heroism and trauma in the context of military service?,WORK_OF_ART
Who composed "The Rite of Spring," which is often associated with scenes from World War I?,WORK_OF_ART
Which song became an anthem for soldiers returning home after World War II?,WORK_OF_ART
Name a play that delves into the complexities of war through its characters' dialogues and actions?,WORK_OF_ART
What film explores the impact of military conflict on civilians in Iraq?,WORK_OF_ART
Can you identify a piece of music composed to honor fallen soldiers from the Civil War?,WORK_OF_ART
Which novel is set against the backdrop of the Napoleonic Wars and focuses on the life of a British naval officer?,WORK_OF_ART
Who wrote "For Whom the Bell Tolls," a novel about the Spanish Civil War?,WORK_OF_ART
What was the primary cause of World War I?,EVENT
How many countries were involved in the Vietnam War?,CARDINAL
Which conflict marked the beginning of the Cold War?,EVENT
Where did the Battle of Stalingrad take place?,LOC
When did the Korean War officially end with an armistice?,DATE
What was the duration of the Hundred Years' War?,TIME
How much did World War II cost in terms of global economic loss?,MONEY
Which alliance faced off against NATO during the Cold War?,NORP
Who was the commander-in-chief of the Allied forces in Europe during WWII?,PERSON
Where is the DMZ located between North and South Korea?,FAC
What language were most official documents written in during the Napoleonic Wars?,LANGUAGE
How many atomic bombs were dropped on Japan by the US in World War II?,CARDINAL
Which naval battle decisively turned the tide against Nazi Germany's control of the Atlantic during WWII?,EVENT
When did Operation Barbarossa commence?,DATE
What was the total number of deaths attributed to the Thirty Years' War?,QUANTITY
Where is the site of the Battle of Waterloo located today?,LOC
How many soldiers were involved in D-Day landings on June 6, 1944?,CARDINAL
Which treaty formally ended hostilities between North Korea and South Korea after the Korean War?,LAW
What was the average age of a US soldier serving in Vietnam during the conflict?,ORDINAL
Who wrote "The Art of War", an influential book that has shaped military strategy for centuries?,PERSON
